PGSC0003DMP400028335 PGSC0003DMT400041811 Protein,RecName: Full=Prohibitin-3; mitochondrial; Short=Atphb3; AltName: Full=Protein ENHANCED ETHYLENE RESPONSE 3 [Arabidopsis thaliana],O04331,Cell membrane, Prohibitin probably acts as a holdase/unfoldase for the stabilization of newly synthesized mitochondrial proteins (By similarity). Necessary for mitochondrial and cell metabolism and biogenesis. Required to regulate the ethylene-mediated signaling; involved in growth maintenance in the presence of ethylene. Functions in nitric oxide (NO)-mediated responses and in hydrogen peroxide-induced NO accumulation, Biological process not found.,9549700,12821000,14918000,,,
PGSC0003DMP400027097 PGSC0003DMT400039976 Protein,RecName: Full=Proteasome subunit alpha type-1-A; AltName: Full=20S proteasome alpha subunit F-1; AltName: Full=Proteasome 30 kDa subunit; AltName: Full=Proteasome component 2A; Short=AtPSM30; AltName: Full=Proteasome subunit alpha type-6; AltName: Full=Protein ARSENIC TOLERANCE 5 [Arabidopsis thaliana],P34066,Cytoplasm, The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg  Phe  Tyr  Leu  and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. Negatively regulates thiol biosynthesis and arsenic tolerance, Biological process not found.,9404200,16375000,14839000,,,
PGSC0003DMP400021944 PGSC0003DMT400032307 Protein,RecName: Full=Probable protein phosphatase 2C 39; Short=AtPP2C39 [Arabidopsis thaliana],Q9LDA7,Subcellular location information not found., Function information not found., Biological process not found.,15690000,10638000,14632000,,,
PGSC0003DMP400055446 PGSC0003DMT400082075 Protein,RecName: Full=Proteasome subunit beta type-2-A; AltName: Full=20S proteasome beta subunit D-1; AltName: Full=Proteasome component GB; AltName: Full=Proteasome subunit beta type-4 [Arabidopsis thaliana],O23714,Cytoplasm, Non-catalytic component of the proteasome  a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg  Phe  Tyr  Leu  and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity, Biological process not found.,14712000,24284000,14497000,,,
PGSC0003DMP400036684 PGSC0003DMT400054512 Protein,RecName: Full=Small ribosomal subunit protein uS11y; AltName: Full=40S ribosomal protein S14-2 [Arabidopsis thaliana],Q9CAX6,Cytoplasm, Function information not found., Biological process not found.,9397000,13039000,14317000,,,
PGSC0003DMP400039031 PGSC0003DMT400057989 Protein,RecName: Full=Large ribosomal subunit protein eL8y; AltName: Full=60S ribosomal protein L7a-2 [Arabidopsis thaliana],Q9LZH9,Subcellular location information not found., Function information not found., Biological process not found.,25392000,26101000,14269000,,,
PGSC0003DMP400002095 PGSC0003DMT400002890 Protein,RecName: Full=Small ribosomal subunit protein uS19; AltName: Full=40S ribosomal protein S15 [Picea mariana],O65059,Subcellular location information not found., Function information not found., Biological process not found.,12808000,13629000,14015000,,,
PGSC0003DMP400035260 PGSC0003DMT400052308 Protein,RecName: Full=CBS domain-containing protein CBSX3; mitochondrial; Flags: Precursor [Arabidopsis thaliana],Q9LEV3,Mitochondrion, Function information not found., Biological process not found.,8479900,26969000,13364000,,,
PGSC0003DMP400024478 PGSC0003DMT400036034 Protein,RecName: Full=Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 [Arabidopsis thaliana],Q6NQE2,Cell membrane, Catalyzes the transfer of electrons from NADH and NADPH to reduce quinone to the hydroquinone state, Biological process not found.,1258600,19399000,13256000,,,
PGSC0003DMP400010945 PGSC0003DMT400015784 Protein,RecName: Full=Heavy metal-associated isoprenylated plant protein 26; Short=AtHIP26; Short=AtHIPP26; AltName: Full=Farnesylated protein 6; Short=AtFP6; Flags: Precursor [Arabidopsis thaliana],Q9SZN7,Nucleus membrane, Heavy-metal-binding protein. Binds lead  cadmium and copper. May be involved in heavy-metal transport (PubMed:18823312). May be involved in cadmium transport and play a role in cadmium detoxification (PubMed:21072340), Biological process not found.,4145900,5420500,13145000,,,
PGSC0003DMP400016338 PGSC0003DMT400023954 Protein,RecName: Full=Small ribosomal subunit protein uS14; AltName: Full=40S ribosomal protein S29 [Triticum aestivum],Q5I7K3,Subcellular location information not found., Function information not found., Biological process not found.,16969000,30932000,12868000,,,
PGSC0003DMP400010377 PGSC0003DMT400014995 Protein,RecName: Full=2-keto-3-deoxy-L-rhamnonate aldolase; Short=KDR aldolase; AltName: Full=2-dehydro-3-deoxyrhamnonate aldolase [Escherichia coli SMS-3-5],B1LLJ9,Subcellular location information not found., Catalyzes the reversible retro-aldol cleavage of 2-keto-3-deoxy-L-rhamnonate (KDR) to pyruvate and lactaldehyde, Biological process not found.,7774300,8591500,12579000,,,
PGSC0003DMP400007420 PGSC0003DMT400010624 Protein,RecName: Full=Protein disulfide-isomerase; Short=PDI; Flags: Precursor [Ricinus communis],Q43116,Endoplasmic reticulum lumen, Participates in the folding of proteins containing disulfide bonds  may be involved in glycosylation  prolyl hydroxylation and triglyceride transfer, Biological process not found.,5381900,11741000,11761000,,,
PGSC0003DMP400003085 PGSC0003DMT400004324 Protein,RecName: Full=10 kDa chaperonin 1; chloroplastic; Flags: Precursor [Arabidopsis thaliana],Q9M1C2,Plastid  chloroplast, Functions as a co-chaperone for protein folding in chloroplasts, Biological process not found.,9817900,14790000,11569000,,,
PGSC0003DMP400042355 PGSC0003DMT400062932 Protein,RecName: Full=Protein DELETION OF SUV3 SUPPRESSOR 1(I); Short=AtDSS1(I); AltName: Full=Probable 26S proteasome complex subunit sem1-1 [Arabidopsis thaliana],Q9XIR8,Subcellular location information not found., Subunit of the 26S proteasome which plays a role in ubiquitin-dependent proteolysis, Biological process not found.,18940000,22248000,11472000,,,
PGSC0003DMP400053669 PGSC0003DMT400079172 Protein,RecName: Full=14-3-3-like protein C; AltName: Full=14-3-3-like protein B [Nicotiana tabacum],P93343,Subcellular location information not found., Function information not found., Biological process not found.,6862000,11622000,11176000,,,
PGSC0003DMP400046035 PGSC0003DMT400068141 Protein,RecName: Full=Protein phosphatase methylesterase 1; Short=PME-1 [Debaryomyces hansenii CBS767],Q6BZG3,Subcellular location information not found., Demethylates proteins that have been reversibly carboxymethylated. Demethylates the phosphatase PP2A catalytic subunit (By similarity), Biological process not found.,1977600,9848500,10585000,,,
PGSC0003DMP400013224 PGSC0003DMT400019298 Protein,RecName: Full=MLP-like protein 43 [Arabidopsis thaliana],Q9SSK5,Subcellular location information not found., Function information not found., Biological process not found.,28496000,20159000,10504000,,,
PGSC0003DMP400036181 PGSC0003DMT400053653 Protein,RecName: Full=Large ribosomal subunit protein uL30x; AltName: Full=60S ribosomal protein L7-3 [Arabidopsis thaliana],P60039,Subcellular location information not found., Function information not found., Biological process not found.,5548200,9569000,10426000,,,
PGSC0003DMP400031685 PGSC0003DMT400046820 Protein,RecName: Full=Large ribosomal subunit protein uL15x; AltName: Full=60S ribosomal protein L27a-3 [Arabidopsis thaliana],P49637,Subcellular location information not found., Function information not found., Biological process not found.,6503200,1746200,10375000,,,
PGSC0003DMP400052521 PGSC0003DMT400077543 Protein,RecName: Full=Large ribosomal subunit protein eL20; AltName: Full=60S ribosomal protein L18a [Castanea sativa],Q9ATF5,Subcellular location information not found., Function information not found., Biological process not found.,6646100,7664000,10036000,,,
PGSC0003DMP400002369 PGSC0003DMT400003336 Protein,RecName: Full=Tubulin alpha chain [Prunus dulcis],P33629,Cytoplasm  cytoskeleton, Tubulin is the major constituent of microtubules  a cylinder consisting of laterally associated linear protofilaments composed of alpha- and beta-tubulin heterodimers. Microtubules grow by the addition of GTP-tubulin dimers to the microtubule end  where a stabilizing cap forms. Below the cap  tubulin dimers are in GDP-bound state  owing to GTPase activity of alpha-tubulin, Biological process not found.,8675300,10354000,9868700,,,
PGSC0003DMP400034568 PGSC0003DMT400051265 Protein,RecName: Full=Histone H1 [Solanum lycopersicum],P37218,Nucleus, Histones H1 are necessary for the condensation of nucleosome chains into higher-order structures, Biological process not found.,3213600,7697600,9765700,,,
PGSC0003DMP400023242 PGSC0003DMT400034163 Protein,RecName: Full=Large ribosomal subunit protein eL43; AltName: Full=60S ribosomal protein L37a [Gossypium hirsutum],Q9XHE4,Subcellular location information not found., Function information not found., Biological process not found.,2136800,5527100,9745300,,,
PGSC0003DMP400008482 PGSC0003DMT400012205 Protein,RecName: Full=FAM10 family protein At4g22670 [Arabidopsis thaliana],Q93YR3,Subcellular location information not found., Function information not found., Biological process not found.,6544300,12438000,9723600,,,
PGSC0003DMP400041832 PGSC0003DMT400062153 Protein,RecName: Full=14-3-3 protein 4; AltName: Full=PBLT4 [Solanum lycopersicum],P42652,Subcellular location information not found., Function information not found., Biological process not found.,9364700,11810000,9602900,,,
PGSC0003DMP400032574 PGSC0003DMT400048091 Protein,RecName: Full=HMG1/2-like protein [Ipomoea nil],P40619,Nucleus, Function information not found., Biological process not found.,1688800,14646000,9286000,,,
PGSC0003DMP400038870 PGSC0003DMT400057744 Protein,RecName: Full=Quinone oxidoreductase PIG3; AltName: Full=NADPH:quinone reductase PIG3; AltName: Full=Tumor protein p53-inducible protein 3; Short=Protein PIG3; AltName: Full=p53-induced gene 3 protein [Homo sapiens],Q53FA7,Subcellular location information not found., Catalyzes the NADPH-dependent reduction of quinones (PubMed:19349281). Exhibits a low enzymatic activity with beta-naphthoquinones  with a strong preference for the ortho-quinone isomer (1 2-beta-naphthoquinone) over the para isomer (1 4-beta-naphthoquinone). Also displays a low reductase activity for non-quinone compounds such as diamine and 2 6-dichloroindophenol (in vitro) (PubMed:19349281). Involved in the generation of reactive oxygen species (ROS) (PubMed:19349281), Biological process not found.,17498000,16388000,9188400,,,
PGSC0003DMP400027236 PGSC0003DMT400040162 Protein,RecName: Full=Glutelin type-D 1; Contains: RecName: Full=Glutelin type-D 1 acidic chain; Contains: RecName: Full=Glutelin type-D 1 basic chain; Flags: Precursor [Oryza sativa Japonica Group],Q6K508,Protein storage vacuole, Seed storage protein, Biological process not found.,7905700,11732000,9015600,,,
PGSC0003DMP400002124 PGSC0003DMT400002933 Protein,RecName: Full=RuBisCO large subunit-binding protein subunit alpha; chloroplastic; AltName: Full=60 kDa chaperonin subunit alpha; AltName: Full=CPN-60 alpha; Flags: Precursor [Pisum sativum],P08926,Plastid  chloroplast, This protein binds RuBisCO small and large subunits and is implicated in the assembly of the enzyme oligomer, Biological process not found.,6909700,8449700,8967300,,,
PGSC0003DMP400029118 PGSC0003DMT400042937 Protein,RecName: Full=Superoxide dismutase [Mn]; mitochondrial; Flags: Precursor [Nicotiana plumbaginifolia],P11796,Mitochondrion matrix, Destroys superoxide anion radicals which are normally produced within the cells and which are toxic to biological systems, Biological process not found.,8995600,9864800,8812900,,,
PGSC0003DMP400024245 PGSC0003DMT400035650 Protein,RecName: Full=Unknown protein from spot 45 of 2D-PAGE of etiolated coleoptile [Zea mays],P80635,Subcellular location information not found., Function information not found., Biological process not found.,3658400,6932300,8610600,,,
PGSC0003DMP400014198 PGSC0003DMT400020843 Protein,RecName: Full=Proteasome subunit beta type-4; AltName: Full=20S proteasome beta subunit G-1; AltName: Full=Proteasome component H; AltName: Full=Proteasome subunit beta type-7; Flags: Precursor [Arabidopsis thaliana],Q7DLR9,Cytoplasm, Non-catalytic component of the proteasome  a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg  Phe  Tyr  Leu  and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity, Biological process not found.,6101900,5565100,8524200,,,
PGSC0003DMP400009572 PGSC0003DMT400013830 Protein,RecName: Full=Aspartyl protease AED3; AltName: Full=Apoplastic EDS1-dependent protein 3; Flags: Precursor [Arabidopsis thaliana],O04496,Secreted  extracellular space  apoplast, Function information not found., Biological process not found.,11224000,20987000,8397900,,,
PGSC0003DMP400055843 PGSC0003DMT400083138 Protein,RecName: Full=Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1; mitochondrial; Short=AtP5CDH; Short=P5C dehydrogenase; AltName: Full=Aldehyde dehydrogenase family 12 member A1; AltName: Full=L-glutamate gamma-semialdehyde dehydrogenase; Flags: Precursor [Arabidopsis thaliana],Q8VZC3,Mitochondrion matrix, Plays a role in the inhibition of programmed cell death by converting the toxic proline catabolism intermediate (s)-1-pyrroline-5-carboxylate (P5C) to glutamate, Biological process not found.,7813400,7024400,8373100,,,
PGSC0003DMP400026315 PGSC0003DMT400038718 Protein,RecName: Full=26S proteasome regulatory subunit 8 homolog A; AltName: Full=26S proteasome AAA-ATPase subunit RPT6a; AltName: Full=26S proteasome subunit 8 homolog A; AltName: Full=Regulatory particle triple-A ATPase subunit 6a [Arabidopsis thaliana],Q9C5U3,Cytoplasm, The 26S proteasome is involved in the ATP-dependent degradation of ubiquitinated proteins. The regulatory (or ATPase) complex confers ATP dependency and substrate specificity to the 26S complex, Biological process not found.,5743100,6244200,8235700,,,
PGSC0003DMP400033974 PGSC0003DMT400050335 Protein,RecName: Full=Small ribosomal subunit protein uS3x; AltName: Full=40S ribosomal protein S3-3 [Arabidopsis thaliana],Q9FJA6,Subcellular location information not found., Function information not found., Biological process not found.,19482000,31001000,8163900,,,
PGSC0003DMP400014892 PGSC0003DMT400021869 Protein,RecName: Full=Kirola; AltName: Allergen=Act d 11 [Actinidia deliciosa],P85524,Subcellular location information not found., Function information not found., Biological process not found.,9529100,14272000,8158400,,,
PGSC0003DMP400038804 PGSC0003DMT400057654 Protein,RecName: Full=Stem-specific protein TSJT1 [Nicotiana tabacum],P24805,Subcellular location information not found., Function information not found., Biological process not found.,917660,5284600,8087600,,,
PGSC0003DMP400009956 PGSC0003DMT400014415 Protein,RecName: Full=Beta-glucosidase 44; Short=AtBGLU44; Flags: Precursor [Arabidopsis thaliana],Q9LV33,Secreted, Hydrolyzes p-nitrophenyl beta-D-glucoside  p-nitrophenyl beta-D-mannoside  cellobiose  4-methylumbelliferyl-beta-D-glucoside  laminarin  amygdalin  esculin and gentiobiose, Biological process not found.,6424300,6478400,8006300,,,
PGSC0003DMP400004982 PGSC0003DMT400007177 Protein,RecName: Full=Calreticulin; Flags: Precursor [Nicotiana plumbaginifolia],Q40401,Endoplasmic reticulum lumen, Molecular calcium-binding chaperone promoting folding  oligomeric assembly and quality control in the ER via the calreticulin/calnexin cycle. This lectin may interact transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER (By similarity), Biological process not found.,3767000,8106800,7955000,,,
PGSC0003DMP400045752 PGSC0003DMT400067766 Protein,RecName: Full=Uncharacterized protein At2g27730; mitochondrial; Flags: Precursor [Arabidopsis thaliana],Q9ZUX4,Mitochondrion, Function information not found., Biological process not found.,15112000,8758200,7895100,,,
PGSC0003DMP400035271 PGSC0003DMT400052323 Protein,RecName: Full=Large ribosomal subunit protein uL18; AltName: Full=60S ribosomal protein L5 [Cucumis sativus],Q6UNT2,Cytoplasm, Component of the ribosome  a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC)  which catalyzes the formation of peptide bonds  thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing  targeting  and the membrane insertion of nascent chains at the exit of the ribosomal tunnel, Biological process not found.,3631500,3874500,7780500,,,
PGSC0003DMP400021684 PGSC0003DMT400031937 Protein,RecName: Full=Luminal-binding protein; Short=BiP; AltName: Full=78 kDa glucose-regulated protein homolog; Short=GRP-78; Flags: Precursor [Solanum lycopersicum],P49118,Endoplasmic reticulum lumen, Probably plays a role in facilitating the assembly of multimeric protein complexes inside the ER, Biological process not found.,6816400,5968400,7667500,,,
PGSC0003DMP400024061 PGSC0003DMT400035383 Protein,RecName: Full=Large ribosomal subunit protein eL32z; AltName: Full=60S ribosomal protein L32-1 [Arabidopsis thaliana],P49211,Subcellular location information not found., Function information not found., Biological process not found.,15554000,6788100,7581900,,,
PGSC0003DMP400005169 PGSC0003DMT400007431 Protein,RecName: Full=Small ribosomal subunit protein uS4y; AltName: Full=40S ribosomal protein S9-2 [Arabidopsis thaliana],Q9FLF0,Subcellular location information not found., Function information not found., Biological process not found.,6147400,11574000,7171600,,,
PGSC0003DMP400052009 PGSC0003DMT400076750 Protein,RecName: Full=Protein EARLY RESPONSIVE TO DEHYDRATION 15; AltName: Full=PAM2-containing protein CID1; AltName: Full=Polyadenylate-binding protein-interacting protein 1; Short=PABP-interacting protein 1; Short=Poly(A)-binding protein-interacting protein 1; AltName: Full=Protein CTC-INTERACTING DOMAIN 1; AltName: Full=Protein LIGHT STRESS-REGULATED 1 [Arabidopsis thaliana],Q39096,Cytoplasm, Central component of stress responses that interacts with poly(A)-binding proteins. Negative regulator of abscisic acid (ABA) responses  including resistance to drought and freezing as well as stomatal closure regulation. Mediates resistance to the bacterial necrotroph pathogen Erwinia carotovora subsp. carotovora and promotes the induction of marker genes for systemic acquired resistance (SAR), Biological process not found.,11290000,19109000,7119200,,,
PGSC0003DMP400021804 PGSC0003DMT400032099 Protein,RecName: Full=Monodehydroascorbate reductase; chloroplastic/mitochondrial; AltName: Full=Monodehydroascorbate reductase 5; mitochondrial; Short=AtMDAR5; AltName: Full=Monodehydroascorbate reductase 6; chloroplastic; Short=AtMDAR6; Flags: Precursor [Arabidopsis thaliana],P92947,Plastid  chloroplast, Catalyzes the conversion of monodehydroascorbate (MDA) to ascorbate  oxidizing NADH in the process. Can also use 2 4 6-trinitrotoluene (TNT) and 1-chloro-2 4-dinitrobenzene (CDNB) as substrates  but not 1-chloro-4-nitrobenzene (CNB), Biological process not found.,3692300,7515200,6900900,,,
PGSC0003DMP400014922 PGSC0003DMT400021915 Protein,RecName: Full=High mobility group B protein 1; AltName: Full=High mobility group protein A; Short=AtHMGalpha; Short=HMG alpha; AltName: Full=Nucleosome/chromatin assembly factor group D 01; Short=Nucleosome/chromatin assembly factor group D 1 [Arabidopsis thaliana],O49595,Nucleus, Binds preferentially double-stranded DNA. Modulates general plant growth and stress tolerance. Confers sensitivity to salt and genotoxic (methyl methanesulfonate  MMS) stresses, Biological process not found.,6403400,4897400,6548400,,,
PGSC0003DMP400044014 PGSC0003DMT400065274 Protein,RecName: Full=Cinnamoyl-CoA reductase CAD2; AltName: Full=Cinnamyl alcohol dehydrogenase 2; Short=Mt-CAD2; AltName: Full=Coumaroyl-CoA reductase; AltName: Full=Feruloyl-CoA reductase; AltName: Full=Sinapoyl-CoA reductase [Medicago truncatula],G7IYC1,Cytoplasm, Involved in lignin biosynthesis (By similarity). Regulates the monolignol composition by catalyzing the conversion of cinnamoyl-CoAs into their corresponding cinnamaldehydes (By similarity). Can use coumaraldehyde and coniferaldehyde as substrates  but barely sinapaldehyde (PubMed:25217505), Biological process not found.,8052600,9417200,6516800,,,
PGSC0003DMP400035087 PGSC0003DMT400052064 Protein,RecName: Full=Sulfite oxidase; AltName: Full=Moco-containing protein AtMCP; Short=At-SO; Short=AtSOX [Arabidopsis thaliana],Q9S850,Peroxisome, Probably involved in sulfite oxidative detoxification, Biological process not found.,4446800,6125100,6475000,,,
PGSC0003DMP400043670 PGSC0003DMT400064772 Protein,RecName: Full=9-divinyl ether synthase; Short=StDES; AltName: Full=Colneleate synthase; AltName: Full=Cytochrome P450 74D2 [Solanum tuberosum],Q9AVQ1,Subcellular location information not found., Involved in the biosynthesis of the anti-fungal and antibacterial toxins colneleic acid and colnelenic acid. Can use (9S 10E 12Z)-9-hydroperoxy-10 12-octadecadienoic acid (9-HPOD) and (10E 12Z 15Z)-(9S)-9-hydroperoxyoctadeca-10 12 15-trienoic acid (9-HPOT) as substrates but has no activity with the corresponding 13-hydroperoxides, Biological process not found.,5956100,9199200,6398100,,,
PGSC0003DMP400049090 PGSC0003DMT400072574 Protein,RecName: Full=Ubiquitin-conjugating enzyme E2 variant 1D; Short=Ubc enzyme variant 1D; AltName: Full=Protein MMS ZWEI HOMOLOG 4 [Arabidopsis thaliana],Q9SVD7,Subcellular location information not found., Has no ubiquitin ligase activity on its own. The heterodimer with UBC catalyzes the synthesis of non-canonical poly-ubiquitin chains that are linked through 'Lys-63'. This type of poly-ubiquitination does not lead to protein degradation by the proteasome. Mediates transcriptional activation of target genes. May play a role in the control of progress through the cell cycle and differentiation. Involved in the error-free DNA repair pathway and contributes to the survival of cells after DNA damage, Biological process not found.,6869000,8648300,6142600,,,
PGSC0003DMP400051502 PGSC0003DMT400076054 Protein,RecName: Full=Catechol oxidase B; chloroplastic; AltName: Full=Polyphenol oxidase; Short=PPO; Flags: Precursor [Solanum tuberosum],Q06355,Plastid  chloroplast thylakoid lumen, Catalyzes the oxidation of mono- and o-diphenols to o-diquinones, Biological process not found.,3030300,3416800,6053300,,,
PGSC0003DMP400042811 PGSC0003DMT400063593 Protein,RecName: Full=Large ribosomal subunit protein eL18y; AltName: Full=60S ribosomal protein L18-2 [Arabidopsis thaliana],P42791,Cytoplasm, Function information not found., Biological process not found.,11137000,2850600,6009300,,,
PGSC0003DMP400024244 PGSC0003DMT400035649 Protein,RecName: Full=Guanosine nucleotide diphosphate dissociation inhibitor 2; Short=AtGDI2 [Arabidopsis thaliana],O24653,Subcellular location information not found., Regulates the GDP/GTP exchange reaction of most RAB proteins by inhibiting the dissociation of GDP from them  and the subsequent binding of GTP, Biological process not found.,2055100,2680500,5916800,,,
PGSC0003DMP400054064 PGSC0003DMT400079706 Protein,RecName: Full=Glutamate decarboxylase; Short=GAD; AltName: Full=ERT D1 [Solanum lycopersicum],P54767,Subcellular location information not found., Catalyzes the production of GABA. The calmodulin-binding is calcium-dependent and it is proposed that this may  directly or indirectly  form a calcium regulated control of GABA biosynthesis (By similarity), Biological process not found.,2015200,3949900,5694400,,,
PGSC0003DMP400036498 PGSC0003DMT400054236 Protein,RecName: Full=ATP-dependent Clp protease ATP-binding subunit ClpA homolog CD4A; chloroplastic; Flags: Precursor [Solanum lycopersicum],P31541,Plastid  chloroplast, May interact with a ClpP-like protease involved in degradation of denatured proteins in the chloroplast, Biological process not found.,1582300,4438300,5652700,,,
PGSC0003DMP400048617 PGSC0003DMT400071885 Protein,RecName: Full=Probable leucine-rich repeat receptor-like protein kinase At1g35710; Flags: Precursor [Arabidopsis thaliana],Q9LP24,Membrane, Function information not found., Biological process not found.,6476600,4459300,5467600,,,
PGSC0003DMP400031593 PGSC0003DMT400046698 Protein,RecName: Full=D-3-phosphoglycerate dehydrogenase 1; chloroplastic; AltName: Full=Protein EMBRYO SAC DEVELOPMENT ARREST 9; Flags: Precursor [Arabidopsis thaliana],O49485,Plastid  chloroplast, Involved in the plastidial phosphorylated pathway of serine biosynthesis (PPSB). Required for mature pollen development, Biological process not found.,8470500,13685000,5404500,,,
PGSC0003DMP400008070 PGSC0003DMT400011617 Protein,RecName: Full=UBX domain-containing protein 1; AltName: Full=Protein 2B28; AltName: Full=SAPK substrate protein 1; AltName: Full=UBA/UBX 33.3 kDa protein; Short=mY33K [Mus musculus],Q922Y1,Cytoplasm, Ubiquitin-binding protein that plays a role in the modulation of innate immune response. Blocks both the RIG-I-like receptors (RLR) and NF-kappa-B pathways. Following viral infection  UBXN1 is induced and recruited to the RLR component MAVS. In turn  interferes with MAVS oligomerization  and disrupts the MAVS/TRAF3/TRAF6 signalosome. This function probably serves as a brake to prevent excessive RLR signaling. Interferes with the TNFalpha-triggered NF-kappa-B pathway by interacting with cellular inhibitors of apoptosis proteins (cIAPs) and thereby inhibiting their recruitment to TNFR1. Prevents also the activation of NF-kappa-B by associating with CUL1 and thus inhibiting NF-kappa-B inhibitor alpha/NFKBIA degradation that remains bound to NF-kappa-B. Interacts with the BRCA1-BARD1 heterodimer and regulates its activity. Specifically binds 'Lys-6'-linked polyubiquitin chains. Interaction with autoubiquitinated BRCA1 leads to the inhibition of the E3 ubiquitin-protein ligase activity of the BRCA1-BARD1 heterodimer. Component of a complex required to couple deglycosylation and proteasome-mediated degradation of misfolded proteins in the endoplasmic reticulum that are retrotranslocated in the cytosol, Biological process not found.,3031500,3770100,5367600,,,
PGSC0003DMP400009525 PGSC0003DMT400013757 Protein,RecName: Full=Small ribosomal subunit protein eS7; AltName: Full=40S ribosomal protein S7 [Avicennia marina],Q9ZNS1,Subcellular location information not found., Function information not found., Biological process not found.,2326100,883200,5301700,,,
PGSC0003DMP400034967 PGSC0003DMT400051917 Protein,RecName: Full=Large ribosomal subunit protein eL14z; AltName: Full=60S ribosomal protein L14-1 [Arabidopsis thaliana],Q9SIM4,Subcellular location information not found., Function information not found., Biological process not found.,3472700,5953900,5237100,,,
PGSC0003DMP400021853 PGSC0003DMT400032154 Protein,RecName: Full=Probable phospholipid hydroperoxide glutathione peroxidase; Short=PHGPx [Solanum lycopersicum],O24031,Cytoplasm, Protects cells and enzymes from oxidative damage  by catalyzing the reduction of hydrogen peroxide  lipid peroxides and organic hydroperoxide  by glutathione, Biological process not found.,2633400,0,5193400,,,
PGSC0003DMP400029648 PGSC0003DMT400043694 Protein,RecName: Full=Proteasome subunit beta type-7-A; AltName: Full=20S proteasome beta subunit B-1; AltName: Full=Proteasome component FA; AltName: Full=Proteasome component FB; AltName: Full=Proteasome subunit beta type-2; Flags: Precursor [Arabidopsis thaliana],O23710,Cytoplasm, The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg  Phe  Tyr  Leu  and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity, Biological process not found.,0,5580800,5185200,,,
PGSC0003DMP400042549 PGSC0003DMT400063205 Protein,RecName: Full=Aminoaldehyde dehydrogenase 2; Short=SlAMADH2; AltName: Full=4-trimethylammoniobutyraldehyde dehydrogenase AMADH2; AltName: Full=Aminobutyraldehyde dehydrogenase AMADH2; AltName: Full=Gamma-guanidinobutyraldehyde dehydrogenase AMADH2 [Solanum lycopersicum],B6ECN9,Subcellular location information not found., Dehydrogenase that catalyzes the oxidation of several aminoaldehydes (PubMed:23408433). Metabolizes and detoxifies aldehyde products of polyamine degradation to non-toxic amino acids (Probable). Catalyzes the oxidation of 4-aminobutanal and 3-aminopropanal to 4-aminobutanoate and beta-alanine  respectively (PubMed:23408433). Catalyzes the oxidation of 4-(trimethylamino)butanal and 4-guanidinobutanal to 4-trimethylammoniobutanoate and 4-guanidinobutanoate  respectively (PubMed:23408433), Biological process not found.,8451500,13370000,5150400,,,
PGSC0003DMP400020834 PGSC0003DMT400030676 Protein,RecName: Full=Hyoscyamine 6-dioxygenase; AltName: Full=Hyoscyamine 6-beta-hydroxylase [Hyoscyamus niger],P24397,Subcellular location information not found., Function information not found., Biological process not found.,3127200,2789800,5006500,,,
PGSC0003DMP400047243 PGSC0003DMT400069911 Protein,RecName: Full=Large ribosomal subunit protein eL33y; AltName: Full=60S ribosomal protein L35a-3 [Arabidopsis thaliana],Q9C912,Subcellular location information not found., Function information not found., Biological process not found.,3920600,4743400,4938000,,,
PGSC0003DMP400018644 PGSC0003DMT400027338 Protein,RecName: Full=Proteasome subunit alpha type-2; AltName: Full=20S proteasome alpha subunit B; AltName: Full=20S proteasome subunit alpha-2 [Oryza sativa Indica Group] >sp|Q10KF0.1| RecName: Full=Proteasome subunit alpha type-2; AltName: Full=20S proteasome alpha subunit B; AltName: Full=20S proteasome subunit alpha-2 [Oryza sativa Japonica Group],A2YVR7,Cytoplasm, The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg  Phe  Tyr  Leu  and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity, Biological process not found.,5136900,4535800,4920000,,,
