RecName: Full=Proteasome subunit alpha type-5; AltName: Full=20S proteasome alpha subunit E; AltName: Full=20S proteasome subunit alpha-5 [Glycine max],Q9M4T8,Cytoplasm,,,,,,,
RecName: Full=Proteasome subunit alpha type-4; AltName: Full=20S proteasome alpha subunit C; AltName: Full=20S proteasome subunit alpha-3; AltName: Full=Proteasome 27 kDa subunit [Spinacia oleracea],P52427,Cytoplasm,,,,,,,
RecName: Full=Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 10; AltName: Full=Protein ORGAN BOUNDARY 10 [Arabidopsis thaliana],Q9S7R3,Nucleus,,,,,,,
RecName: Full=D-3-phosphoglycerate dehydrogenase 1; chloroplastic; AltName: Full=Protein EMBRYO SAC DEVELOPMENT ARREST 9; Flags: Precursor [Arabidopsis thaliana],O49485,Plastid, chloroplast,,,,,,
RecName: Full=Small ribosomal subunit protein uS12; AltName: Full=40S ribosomal protein S23; AltName: Full=S12 [Fragaria x ananassa],P46297,Subcellular location information not found.,,,,,,,
RecName: Full=Thioredoxin H-type 2; Short=Trx-H2 [Nicotiana tabacum],Q07090,Cytoplasm,,,,,,,
RecName: Full=Peroxidase 3; Short=Atperox P3; AltName: Full=ATPRC; AltName: Full=RCI3A; AltName: Full=Rare cold-inducible protein; Flags: Precursor [Arabidopsis thaliana],O23044,Secreted,,,,,,,
RecName: Full=Isopentenyl-diphosphate Delta-isomerase II; AltName: Full=Isopentenyl pyrophosphate isomerase II; Short=IPP isomerase II [Camptotheca acuminata],O48965,Subcellular location information not found.,,,,,,,
RecName: Full=14-3-3 protein 10 [Solanum lycopersicum],P93207,Subcellular location information not found.,,,,,,,
RecName: Full=Large ribosomal subunit protein uL5y/uL5x/uL5w; AltName: Full=60S ribosomal protein L11-2; AltName: Full=L16 [Arabidopsis thaliana],P42794,Nucleus,,,,,,,
RecName: Full=V-type proton ATPase subunit G 1; Short=V-ATPase subunit G 1; AltName: Full=Vacuolar proton pump subunit G 1 [Nicotiana tabacum],O82702,Subcellular location information not found.,,,,,,,
RecName: Full=Small ribosomal subunit protein uS2; AltName: Full=40S ribosomal protein SA; AltName: Full=p40 [Daucus carota],O80377,Cytoplasm,,,,,,,
RecName: Full=Stem-specific protein TSJT1 [Nicotiana tabacum],P24805,Subcellular location information not found.,,,,,,,
RecName: Full=Formate--tetrahydrofolate ligase; AltName: Full=10-formyletrahydrofolate synthetase; Short=FHS; Short=FTHFS; AltName: Full=Formyltetrahydrofolate synthetase [Arabidopsis thaliana],Q9SPK5,Subcellular location information not found.,,,,,,,
RecName: Full=Proteasome subunit alpha type-6; AltName: Full=20S proteasome alpha subunit A; AltName: Full=20S proteasome subunit alpha-1 [Nicotiana tabacum],Q9XG77,Cytoplasm,,,,,,,
RecName: Full=Small ribosomal subunit protein eS26y; AltName: Full=40S ribosomal protein S26-1 [Arabidopsis thaliana],P49206,Subcellular location information not found.,,,,,,,
RecName: Full=Protein EXORDIUM-like 2; Flags: Precursor [Arabidopsis thaliana],Q9FE06,Secreted,,,,,,,
RecName: Full=Large ribosomal subunit protein eL27; AltName: Full=60S ribosomal protein L27 [Solanum tuberosum],P41101,Subcellular location information not found.,,,,,,,
RecName: Full=Leucine aminopeptidase 2; chloroplastic; AltName: Full=Leucyl aminopeptidase 2; Short=LAP 2; AltName: Full=Proline aminopeptidase 2; AltName: Full=Prolyl aminopeptidase 2; Flags: Precursor [Solanum lycopersicum],Q42876,Plastid, chloroplast,,,,,,
RecName: Full=Uncharacterized protein Os08g0359500 [Oryza sativa Japonica Group],Q6YYB0,Subcellular location information not found.,,,,,,,
RecName: Full=Ferritin-2; chloroplastic; AltName: Full=NtFer2; Flags: Precursor [Nicotiana tabacum],Q8H1T3,Plastid, chloroplast,,,,,,
RecName: Full=Epoxide hydrolase 3; Short=SgEPH3; AltName: Full=24;25-dihydroxycucurbitadienol synthase EPH3 [Siraitia grosvenorii],P0DO70,Subcellular location information not found.,,,,,,,
RecName: Full=Superoxide dismutase [Cu-Zn] 2 [Solanum lycopersicum],Q43779,Cytoplasm,,,,,,,
RecName: Full=RuBisCO large subunit-binding protein subunit beta; chloroplastic; AltName: Full=60 kDa chaperonin subunit beta; AltName: Full=CPN-60 beta; Flags: Precursor [Pisum sativum],P08927,Plastid, chloroplast,,,,,,
RecName: Full=Serine/threonine-protein kinase SRK2B; AltName: Full=OST1-kinase-like 6; AltName: Full=SNF1-related kinase 2.10; Short=SnRK2.10 [Arabidopsis thaliana],Q9C958,Subcellular location information not found.,,,,,,,
RecName: Full=Probable protein disulfide-isomerase A6; AltName: Full=P5; Flags: Precursor [Medicago sativa],P38661,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=Large ribosomal subunit protein uL23; AltName: Full=60S ribosomal protein L23a; AltName: Full=L25 [Nicotiana tabacum],Q07761,Subcellular location information not found.,,,,,,,
RecName: Full=Chaperone protein ClpB1; AltName: Full=ATP-dependent Clp protease ATP-binding subunit ClpB homolog 1; AltName: Full=Casein lytic proteinase B1; AltName: Full=Heat shock protein 101; AltName: Full=Protein DEFECTIVE IN LONG-TERM ACQUIRED THERMOTOLERANCE [Arabidopsis thaliana],P42730,Cytoplasm, cytosol,,,,,,
RecName: Full=Small ribosomal subunit protein eS10z; AltName: Full=40S ribosomal protein S10-1 [Arabidopsis thaliana],Q9SW09,Cytoplasm,,,,,,,
NotFound,NotFound,Failed to retrieve data for accession NotFound, HTTP status code: 400,,,,,,
RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 [Arabidopsis thaliana],Q9LHI0,Mitochondrion inner membrane,,,,,,,
RecName: Full=Endoplasmin homolog; AltName: Full=Glucose-regulated protein 94 homolog; Short=GRP-94 homolog; Flags: Precursor [Catharanthus roseus],P35016,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=Prohibitin-3; mitochondrial; Short=Atphb3; AltName: Full=Protein ENHANCED ETHYLENE RESPONSE 3 [Arabidopsis thaliana],O04331,Cell membrane,,,,,,,
RecName: Full=Proteasome subunit alpha type-1-A; AltName: Full=20S proteasome alpha subunit F-1; AltName: Full=Proteasome 30 kDa subunit; AltName: Full=Proteasome component 2A; Short=AtPSM30; AltName: Full=Proteasome subunit alpha type-6; AltName: Full=Protein ARSENIC TOLERANCE 5 [Arabidopsis thaliana],P34066,Cytoplasm,,,,,,,
RecName: Full=6-phosphogluconate dehydrogenase; decarboxylating 2 [Arabidopsis thaliana],Q9FWA3,Cytoplasm, cytosol,,,,,,
RecName: Full=Ketol-acid reductoisomerase; chloroplastic; AltName: Full=Acetohydroxy-acid reductoisomerase; AltName: Full=Alpha-keto-beta-hydroxylacyl reductoisomerase; Flags: Precursor [Spinacia oleracea],Q01292,Plastid, chloroplast,,,,,,
RecName: Full=Probable protein phosphatase 2C 39; Short=AtPP2C39 [Arabidopsis thaliana],Q9LDA7,Subcellular location information not found.,,,,,,,
RecName: Full=Proteasome subunit beta type-2-A; AltName: Full=20S proteasome beta subunit D-1; AltName: Full=Proteasome component GB; AltName: Full=Proteasome subunit beta type-4 [Arabidopsis thaliana],O23714,Cytoplasm,,,,,,,
RecName: Full=Chaperonin CPN60-2; mitochondrial; AltName: Full=HSP60-2; Flags: Precursor [Cucurbita maxima],Q05046,Mitochondrion,,,,,,,
RecName: Full=Small ribosomal subunit protein uS11y; AltName: Full=40S ribosomal protein S14-2 [Arabidopsis thaliana],Q9CAX6,Cytoplasm,,,,,,,
RecName: Full=Phosphoglucan; water dikinase; chloroplastic; Flags: Precursor [Arabidopsis thaliana],Q6ZY51,Plastid, chloroplast,,,,,,
RecName: Full=Large ribosomal subunit protein eL8y; AltName: Full=60S ribosomal protein L7a-2 [Arabidopsis thaliana],Q9LZH9,Subcellular location information not found.,,,,,,,
RecName: Full=Alpha-glucan water dikinase; chloroplastic; AltName: Full=Starch-related R1 protein; Flags: Precursor [Solanum tuberosum],Q9AWA5,Plastid, chloroplast,,,,,,
RecName: Full=Small ribosomal subunit protein uS19; AltName: Full=40S ribosomal protein S15 [Picea mariana],O65059,Subcellular location information not found.,,,,,,,
RecName: Full=Pectinesterase/pectinesterase inhibitor U1; Includes: RecName: Full=Pectinesterase inhibitor U1; AltName: Full=Pectin methylesterase inhibitor U1; Includes: RecName: Full=Pectinesterase U1; Short=PE U1; AltName: Full=Pectin methylesterase U1; Flags: Precursor [Solanum lycopersicum],Q43143,Secreted, cell wall,,,,,,
RecName: Full=Peroxidase 3; Short=Atperox P3; AltName: Full=ATPRC; AltName: Full=RCI3A; AltName: Full=Rare cold-inducible protein; Flags: Precursor [Arabidopsis thaliana],O23044,Secreted,,,,,,,
RecName: Full=26.5 kDa heat shock protein; mitochondrial; Short=AtHsp26.5; Flags: Precursor [Arabidopsis thaliana],Q9SSQ8,Mitochondrion,,,,,,,
RecName: Full=CBS domain-containing protein CBSX3; mitochondrial; Flags: Precursor [Arabidopsis thaliana],Q9LEV3,Mitochondrion,,,,,,,
RecName: Full=Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 [Arabidopsis thaliana],Q6NQE2,Cell membrane,,,,,,,
RecName: Full=Heavy metal-associated isoprenylated plant protein 26; Short=AtHIP26; Short=AtHIPP26; AltName: Full=Farnesylated protein 6; Short=AtFP6; Flags: Precursor [Arabidopsis thaliana],Q9SZN7,Nucleus membrane,,,,,,,
RecName: Full=Glucose-1-phosphate adenylyltransferase small subunit; chloroplastic/amyloplastic; AltName: Full=ADP-glucose pyrophosphorylase; AltName: Full=ADP-glucose synthase; AltName: Full=AGPase B; AltName: Full=Alpha-D-glucose-1-phosphate adenyl transferase; Flags: Precursor [Solanum tuberosum],P23509,Plastid, chloroplast,,,,,,
RecName: Full=Stromal 70 kDa heat shock-related protein; chloroplastic; Flags: Precursor [Pisum sativum],Q02028,Plastid, chloroplast stroma,,,,,,
RecName: Full=Small ribosomal subunit protein uS14; AltName: Full=40S ribosomal protein S29 [Triticum aestivum],Q5I7K3,Subcellular location information not found.,,,,,,,
RecName: Full=Aldehyde dehydrogenase family 7 member B4; AltName: Full=Antiquitin-1; AltName: Full=Turgor-responsive ALDH [Arabidopsis thaliana],Q9SYG7,Subcellular location information not found.,,,,,,,
RecName: Full=2-keto-3-deoxy-L-rhamnonate aldolase; Short=KDR aldolase; AltName: Full=2-dehydro-3-deoxyrhamnonate aldolase [Escherichia coli SMS-3-5],B1LLJ9,Subcellular location information not found.,,,,,,,
RecName: Full=Allene oxide cyclase; chloroplastic; Short=OsAOC; Flags: Precursor [Oryza sativa Indica Group] >sp|Q75KD7.1| RecName: Full=Allene oxide cyclase; chloroplastic; Short=OsAOC; AltName: Full=Protein COLEOPTILE PHOTOMORPHOGENESIS 2; AltName: Full=Protein HEBIBA; Flags: Precursor [Oryza sativa Japonica Group],A2XID3,Plastid, chloroplast,,,,,,
RecName: Full=Ferritin-3; chloroplastic; AltName: Full=SFerH-3; Flags: Precursor [Glycine max],Q948P6,Plastid, chloroplast,,,,,,
RecName: Full=Elongation factor 1-gamma 2; Short=EF-1-gamma 2; AltName: Full=eEF-1B gamma 2 [Oryza sativa Japonica Group],Q6YW46,Subcellular location information not found.,,,,,,,
RecName: Full=Fructokinase-2 [Solanum lycopersicum],Q42896,Subcellular location information not found.,,,,,,,
RecName: Full=Protein transport protein Sec61 subunit beta [Arabidopsis thaliana],P38389,Endoplasmic reticulum membrane,,,,,,,
RecName: Full=Elongation factor 1-delta 2; Short=EF-1-delta 2; AltName: Full=Elongation factor 1B-beta 2; AltName: Full=eEF-1B beta 2 [Arabidopsis thaliana],Q9SI20,Subcellular location information not found.,,,,,,,
RecName: Full=V-type proton ATPase catalytic subunit A; Short=V-ATPase subunit A; AltName: Full=V-ATPase 69 kDa subunit; AltName: Full=Vacuolar proton pump subunit alpha [Daucus carota],P09469,Subcellular location information not found.,,,,,,,
RecName: Full=Multiprotein-bridging factor 1b [Arabidopsis thaliana],Q9LXT3,Nucleus, nucleolus,,,,,,
RecName: Full=Protein disulfide-isomerase; Short=PDI; Flags: Precursor [Ricinus communis],Q43116,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=Hsp70-Hsp90 organizing protein 2; Short=AtHop2 [Arabidopsis thaliana],Q5XEP2,Cytoplasm,,,,,,,
RecName: Full=Ras-related protein RABE1a; Short=AtRABE1a; AltName: Full=Ras-related protein Rab8B; Short=AtRab8B [Arabidopsis thaliana],O24466,Golgi apparatus membrane,,,,,,,
RecName: Full=Methylthioribose-1-phosphate isomerase; Short=M1Pi; Short=MTR-1-P isomerase; AltName: Full=S-methyl-5-thioribose-1-phosphate isomerase; AltName: Full=Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein [Nicotiana tabacum],Q948X8,Cytoplasm,,,,,,,
RecName: Full=22.7 kDa class IV heat shock protein; Flags: Precursor [Pisum sativum],P19244,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=10 kDa chaperonin 1; chloroplastic; Flags: Precursor [Arabidopsis thaliana],Q9M1C2,Plastid, chloroplast,,,,,,
RecName: Full=Acyl-CoA-binding protein; Short=ACBP [Ricinus communis],O04066,Subcellular location information not found.,,,,,,,
RecName: Full=Protein DELETION OF SUV3 SUPPRESSOR 1(I); Short=AtDSS1(I); AltName: Full=Probable 26S proteasome complex subunit sem1-1 [Arabidopsis thaliana],Q9XIR8,Subcellular location information not found.,,,,,,,
RecName: Full=Succinate--CoA ligase [ADP-forming] subunit beta; mitochondrial; AltName: Full=Succinyl-CoA synthetase beta chain; Short=SCS-beta; Flags: Precursor [Solanum lycopersicum],Q84LB6,Mitochondrion,,,,,,,
RecName: Full=Triosephosphate isomerase; chloroplastic; Short=TIM; Short=Triose-phosphate isomerase; Flags: Precursor [Spinacia oleracea],P48496,Plastid, chloroplast,,,,,,
RecName: Full=14-3-3-like protein C; AltName: Full=14-3-3-like protein B [Nicotiana tabacum],P93343,Subcellular location information not found.,,,,,,,
RecName: Full=ATP synthase subunit beta; mitochondrial; Flags: Precursor [Nicotiana plumbaginifolia],P17614,Mitochondrion,,,,,,,
RecName: Full=26S proteasome non-ATPase regulatory subunit 8 homolog A; AltName: Full=26S proteasome regulatory subunit RPN12a; Short=AtRPN12a; AltName: Full=26S proteasome regulatory subunit S14 homolog A [Arabidopsis thaliana],Q9SGW3,Subcellular location information not found.,,,,,,,
RecName: Full=Protein phosphatase methylesterase 1; Short=PME-1 [Debaryomyces hansenii CBS767],Q6BZG3,Subcellular location information not found.,,,,,,,
RecName: Full=MLP-like protein 43 [Arabidopsis thaliana],Q9SSK5,Subcellular location information not found.,,,,,,,
RecName: Full=Large ribosomal subunit protein uL30x; AltName: Full=60S ribosomal protein L7-3 [Arabidopsis thaliana],P60039,Subcellular location information not found.,,,,,,,
RecName: Full=Large ribosomal subunit protein uL15x; AltName: Full=60S ribosomal protein L27a-3 [Arabidopsis thaliana],P49637,Subcellular location information not found.,,,,,,,
RecName: Full=20 kDa chaperonin; chloroplastic; AltName: Full=Chaperonin 10; Short=Ch-CPN10; Short=Cpn10; AltName: Full=Chaperonin 20; AltName: Full=Protein Cpn21; Flags: Precursor [Arabidopsis thaliana],O65282,Plastid, chloroplast,,,,,,
RecName: Full=Ran-binding protein 1 homolog c [Arabidopsis thaliana],P92985,Nucleus, nuclear pore complex,,,,,,
RecName: Full=Large ribosomal subunit protein eL20; AltName: Full=60S ribosomal protein L18a [Castanea sativa],Q9ATF5,Subcellular location information not found.,,,,,,,
RecName: Full=Isoamylase 3; chloroplastic; Short=AtISA3; Flags: Precursor [Arabidopsis thaliana],Q9M0S5,Plastid, chloroplast,,,,,,
RecName: Full=L-ascorbate peroxidase 2; cytosolic; AltName: Full=L-ascorbate peroxidase 1b; Short=APX1b; Short=AtAPx02 [Arabidopsis thaliana],Q1PER6,Cytoplasm,,,,,,,
RecName: Full=Tubulin alpha chain [Prunus dulcis],P33629,Cytoplasm, cytoskeleton,,,,,,
RecName: Full=Histone H1 [Solanum lycopersicum],P37218,Nucleus,,,,,,,
RecName: Full=Large ribosomal subunit protein eL43; AltName: Full=60S ribosomal protein L37a [Gossypium hirsutum],Q9XHE4,Subcellular location information not found.,,,,,,,
RecName: Full=FAM10 family protein At4g22670 [Arabidopsis thaliana],Q93YR3,Subcellular location information not found.,,,,,,,
RecName: Full=14-3-3 protein 4; AltName: Full=PBLT4 [Solanum lycopersicum],P42652,Subcellular location information not found.,,,,,,,
RecName: Full=Heat shock 70 kDa protein; mitochondrial; Flags: Precursor [Solanum tuberosum],Q08276,Mitochondrion,,,,,,,
RecName: Full=ATP synthase subunit O; mitochondrial; AltName: Full=Oligomycin sensitivity conferral protein; Short=OSCP; Flags: Precursor [Ipomoea batatas],P22778,Mitochondrion,,,,,,,
RecName: Full=Temperature-induced lipocalin-1; Short=AtTIL1 [Arabidopsis thaliana],Q9FGT8,Cell membrane,,,,,,,
RecName: Full=Argininosuccinate synthase; chloroplastic; AltName: Full=Citrulline--aspartate ligase; Flags: Precursor [Arabidopsis thaliana],Q9SZX3,Plastid, chloroplast,,,,,,
RecName: Full=Ribose-phosphate pyrophosphokinase 4; AltName: Full=Phosphoribosyl pyrophosphate synthase 4 [Arabidopsis thaliana],Q680A5,Subcellular location information not found.,,,,,,,
RecName: Full=ATP synthase subunit d; mitochondrial; Short=ATPase subunit d [Arabidopsis thaliana],Q9FT52,Mitochondrion,,,,,,,
RecName: Full=HMG1/2-like protein [Ipomoea nil],P40619,Nucleus,,,,,,,
RecName: Full=Glycine-rich RNA-binding protein 3; mitochondrial; Short=AtGR-RBP3; AltName: Full=AtRBG3; AltName: Full=Mitochondrial RNA-binding protein 2a; Short=At-mRBP2a; AltName: Full=Organelle RRM domain-containing protein 3; Flags: Precursor [Arabidopsis thaliana],Q9FNR1,Mitochondrion,,,,,,,
RecName: Full=Pyruvate kinase isozyme G; chloroplastic; Flags: Precursor [Nicotiana tabacum],Q40546,Plastid, chloroplast,,,,,,
RecName: Full=Quinone oxidoreductase PIG3; AltName: Full=NADPH:quinone reductase PIG3; AltName: Full=Tumor protein p53-inducible protein 3; Short=Protein PIG3; AltName: Full=p53-induced gene 3 protein [Homo sapiens],Q53FA7,Subcellular location information not found.,,,,,,,
RecName: Full=Glutelin type-D 1; Contains: RecName: Full=Glutelin type-D 1 acidic chain; Contains: RecName: Full=Glutelin type-D 1 basic chain; Flags: Precursor [Oryza sativa Japonica Group],Q6K508,Protein storage vacuole,,,,,,,
RecName: Full=RuBisCO large subunit-binding protein subunit alpha; chloroplastic; AltName: Full=60 kDa chaperonin subunit alpha; AltName: Full=CPN-60 alpha; Flags: Precursor [Pisum sativum],P08926,Plastid, chloroplast,,,,,,
RecName: Full=Cell division protein SepF [Frankia alni ACN14a],Q0RNN4,Cytoplasm,,,,,,,
RecName: Full=RGG repeats nuclear RNA binding protein A [Nicotiana tabacum],Q9SQ56,Nucleus,,,,,,,
RecName: Full=Reactive Intermediate Deaminase A; chloroplastic; AltName: Full=2-iminobutanoate/2-iminopropanoate deaminase; Flags: Precursor [Arabidopsis thaliana],Q94JQ4,Plastid, chloroplast,,,,,,
RecName: Full=Superoxide dismutase [Mn]; mitochondrial; Flags: Precursor [Nicotiana plumbaginifolia],P11796,Mitochondrion matrix,,,,,,,
RecName: Full=Serine hydroxymethyltransferase 4; Short=AtSHMT4; AltName: Full=Glycine hydroxymethyltransferase 4; AltName: Full=Serine methylase 4 [Arabidopsis thaliana],O23254,Cytoplasm,,,,,,,
RecName: Full=FK506-binding protein 2; AltName: Full=15 kDa FKBP; AltName: Full=FKBP-15; AltName: Full=Peptidyl-prolyl cis-trans isomerase; Short=PPIase; AltName: Full=Rotamase; Flags: Precursor [Vicia faba],Q41649,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=Triosephosphate isomerase; cytosolic; Short=TIM; Short=Triose-phosphate isomerase [Petunia x hybrida],P48495,Cytoplasm,,,,,,,
RecName: Full=Unknown protein from spot 45 of 2D-PAGE of etiolated coleoptile [Zea mays],P80635,Subcellular location information not found.,,,,,,,
RecName: Full=Probable aspartic proteinase GIP2; AltName: Full=Glucanase inhibitor protein 2; Short=NbGIP2; Flags: Precursor [Nicotiana benthamiana],P0DO21,Secreted, extracellular space,,,,,,
RecName: Full=Proteasome subunit beta type-4; AltName: Full=20S proteasome beta subunit G-1; AltName: Full=Proteasome component H; AltName: Full=Proteasome subunit beta type-7; Flags: Precursor [Arabidopsis thaliana],Q7DLR9,Cytoplasm,,,,,,,
RecName: Full=Phospholipase A1-II 1 [Oryza sativa Indica Group] >sp|A2ZW16.2| RecName: Full=Phospholipase A1-II 1 [Oryza sativa Japonica Group],A2WT95,Cytoplasm,,,,,,,
RecName: Full=Aspartyl protease AED3; AltName: Full=Apoplastic EDS1-dependent protein 3; Flags: Precursor [Arabidopsis thaliana],O04496,Secreted, extracellular space,,,,,,
RecName: Full=Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1; mitochondrial; Short=AtP5CDH; Short=P5C dehydrogenase; AltName: Full=Aldehyde dehydrogenase family 12 member A1; AltName: Full=L-glutamate gamma-semialdehyde dehydrogenase; Flags: Precursor [Arabidopsis thaliana],Q8VZC3,Mitochondrion matrix,,,,,,,
NotFound,NotFound,Failed to retrieve data for accession NotFound, HTTP status code: 400,,,,,,
RecName: Full=26S proteasome regulatory subunit 8 homolog A; AltName: Full=26S proteasome AAA-ATPase subunit RPT6a; AltName: Full=26S proteasome subunit 8 homolog A; AltName: Full=Regulatory particle triple-A ATPase subunit 6a [Arabidopsis thaliana],Q9C5U3,Cytoplasm,,,,,,,
RecName: Full=Small ribosomal subunit protein uS3x; AltName: Full=40S ribosomal protein S3-3 [Arabidopsis thaliana],Q9FJA6,Subcellular location information not found.,,,,,,,
RecName: Full=Kirola; AltName: Allergen=Act d 11 [Actinidia deliciosa],P85524,Subcellular location information not found.,,,,,,,
RecName: Full=Stem-specific protein TSJT1 [Nicotiana tabacum],P24805,Subcellular location information not found.,,,,,,,
RecName: Full=SKP1-like protein 1B; AltName: Full=SKP1-like 2; AltName: Full=UFO-binding protein 2 [Arabidopsis thaliana],Q9FHW7,Nucleus,,,,,,,
RecName: Full=Beta-glucosidase 44; Short=AtBGLU44; Flags: Precursor [Arabidopsis thaliana],Q9LV33,Secreted,,,,,,,
RecName: Full=Calreticulin; Flags: Precursor [Nicotiana plumbaginifolia],Q40401,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=Protein SRC1; AltName: Full=Protein SOYBEAN GENE REGULATED BY COLD 1 [Glycine max],O04132,Subcellular location information not found.,,,,,,,
RecName: Full=Uncharacterized protein At2g27730; mitochondrial; Flags: Precursor [Arabidopsis thaliana],Q9ZUX4,Mitochondrion,,,,,,,
RecName: Full=Large ribosomal subunit protein uL18; AltName: Full=60S ribosomal protein L5 [Cucumis sativus],Q6UNT2,Cytoplasm,,,,,,,
RecName: Full=Luminal-binding protein; Short=BiP; AltName: Full=78 kDa glucose-regulated protein homolog; Short=GRP-78; Flags: Precursor [Solanum lycopersicum],P49118,Endoplasmic reticulum lumen,,,,,,,
RecName: Full=ATP synthase subunit gamma; mitochondrial; AltName: Full=F-ATPase gamma subunit; Flags: Precursor [Ipomoea batatas],P26360,Mitochondrion,,,,,,,
RecName: Full=Large ribosomal subunit protein eL32z; AltName: Full=60S ribosomal protein L32-1 [Arabidopsis thaliana],P49211,Subcellular location information not found.,,,,,,,
RecName: Full=GDP-mannose 3;5-epimerase 1; Short=GDP-Man 3;5-epimerase 1; AltName: Full=OsGME-1 [Oryza sativa Japonica Group],A3C4S4,Subcellular location information not found.,,,,,,,
RecName: Full=Aquaporin PIP2-4; AltName: Full=Plasma membrane intrinsic protein 2-4; AltName: Full=ZmPIP2-4; AltName: Full=ZmPIP2;4 [Zea mays],Q9ATM6,Cell membrane,,,,,,,
RecName: Full=Phosphoglucan phosphatase DSP4; amyloplastic; AltName: Full=Dual specificity protein phosphatase 4; Short=CsDSP4; Flags: Precursor [Castanea sativa],G4LTX4,Plastid, amyloplast,,,,,,
RecName: Full=Heat shock cognate protein 80 [Solanum lycopersicum],P36181,Cytoplasm,,,,,,,
RecName: Full=Probable aquaporin PIP2-1; AltName: Full=OsPIP2;1; AltName: Full=Plasma membrane intrinsic protein 2-1; AltName: Full=Plasma membrane intrinsic protein 2a; Short=PIP2a [Oryza sativa Japonica Group],Q8H5N9,Cell membrane,,,,,,,
RecName: Full=Phosphoglycerate kinase; chloroplastic; Flags: Precursor [Nicotiana tabacum],Q42961,Plastid, chloroplast,,,,,,
RecName: Full=Threonine synthase; chloroplastic; Short=TS; Flags: Precursor [Solanum tuberosum],Q9MT28,Plastid, chloroplast,,,,,,
RecName: Full=6-phosphogluconate dehydrogenase; decarboxylating 3; chloroplastic [Arabidopsis thaliana],Q9FFR3,Plastid, chloroplast,,,,,,
RecName: Full=Eukaryotic translation initiation factor 2 subunit beta; Short=eIF2-beta [Malus domestica],P55871,Cytoplasm, cytosol,,,,,,
RecName: Full=Small ribosomal subunit protein uS4y; AltName: Full=40S ribosomal protein S9-2 [Arabidopsis thaliana],Q9FLF0,Subcellular location information not found.,,,,,,,
RecName: Full=Protein EARLY RESPONSIVE TO DEHYDRATION 15; AltName: Full=PAM2-containing protein CID1; AltName: Full=Polyadenylate-binding protein-interacting protein 1; Short=PABP-interacting protein 1; Short=Poly(A)-binding protein-interacting protein 1; AltName: Full=Protein CTC-INTERACTING DOMAIN 1; AltName: Full=Protein LIGHT STRESS-REGULATED 1 [Arabidopsis thaliana],Q39096,Cytoplasm,,,,,,,
RecName: Full=Glycolipid transfer protein 1 [Arabidopsis thaliana],O22797,Subcellular location information not found.,,,,,,,
RecName: Full=ATP synthase subunit delta'; mitochondrial; AltName: Full=F-ATPase delta' subunit; Flags: Precursor [Ipomoea batatas],Q40089,Mitochondrion,,,,,,,
RecName: Full=17.3 kDa class II heat shock protein; AltName: Full=Hsp17.3; AltName: Full=Hsp20.2 [Solanum peruvianum],O82013,Cytoplasm,,,,,,,
RecName: Full=Mitochondrial-processing peptidase subunit alpha; AltName: Full=Alpha-MPP; AltName: Full=Inactive zinc metalloprotease alpha; AltName: Full=Ubiquinol-cytochrome-c reductase subunit II; Flags: Precursor [Solanum tuberosum],P29677,Mitochondrion inner membrane,,,,,,,
RecName: Full=Monodehydroascorbate reductase; chloroplastic/mitochondrial; AltName: Full=Monodehydroascorbate reductase 5; mitochondrial; Short=AtMDAR5; AltName: Full=Monodehydroascorbate reductase 6; chloroplastic; Short=AtMDAR6; Flags: Precursor [Arabidopsis thaliana],P92947,Plastid, chloroplast,,,,,,
RecName: Full=Cell division cycle protein 48 homolog; AltName: Full=Valosin-containing protein homolog; Short=VCP [Glycine max],P54774,Cell membrane,,,,,,,
RecName: Full=Photosynthetic NDH subunit of lumenal location 5; chloroplastic; AltName: Full=Cyclophilin of 20 kDa 2; Short=AtCYP20-2; AltName: Full=Peptidyl-prolyl cis-trans isomerase CYP20-2; Short=PPIase CYP20-2; AltName: Full=Rotamase CYP20-2; AltName: Full=Thylakoid lumen PPIase of 20 kDa; Short=TLP20; Short=TLP21; Flags: Precursor [Arabidopsis thaliana],Q9ASS6,Plastid, chloroplast thylakoid membrane,,,,,,
RecName: Full=Aconitate hydratase; cytoplasmic; Short=Aconitase; AltName: Full=Citrate hydro-lyase [Cucurbita maxima],P49608,Cytoplasm,,,,,,,
RecName: Full=Protein DJ-1 homolog B; Short=AtDJ1B; Flags: Precursor [Arabidopsis thaliana],Q9MAH3,Plastid, chloroplast,,,,,,
RecName: Full=rRNA 2'-O-methyltransferase fibrillarin 1; Short=AtFbr1; Short=AtFib1; AltName: Full=Fibrillarin-like protein 1; AltName: Full=Histone-glutamine methyltransferase; AltName: Full=SKP1-interacting partner 7 [Arabidopsis thaliana],Q9FEF8,Nucleus, nucleolus,,,,,,
